coordinate_id,policy_row,budget_FLOPs,context_tokens,quality_family,diagnostic_primary_candidate,supported_score_scenarios,supported_gain_scenarios,total_scenarios,score_min,score_max,gain_min,gain_max,gain_sign_robust_within_supported_grid,nominal_status,nominal_score,meaning
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",1,1e+19,2048,power,True,0,0,27,,,,,,infeasible_or_missing_upstream,,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",2,1e+19,2048,logarithmic,True,0,0,27,,,,,,N_out_of_support,,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",3,1e+19,8192,exponential,True,0,0,27,,,,,,N_out_of_support,,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",4,1e+19,8192,power,True,0,0,27,,,,,,infeasible_or_missing_upstream,,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",5,1e+19,8192,logarithmic,True,0,0,27,,,,,,infeasible_or_missing_upstream,,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",6,1e+19,131072,exponential,True,0,0,27,,,,,,infeasible_or_missing_upstream,,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",7,1e+19,131072,power,True,0,0,27,,,,,,infeasible_or_missing_upstream,,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",8,1e+19,131072,logarithmic,True,0,0,27,,,,,,infeasible_or_missing_upstream,,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",9,1e+20,2048,exponential,True,22,21,27,7.757902890995226,25.14379189222142,-0.1764025588489453,3.440267737474194,False,conditional_affine_coordinate_assumption,11.951177077381763,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",10,1e+20,2048,power,True,22,21,27,7.603784808940261,24.810559015510297,-0.12789872905566213,3.4544324122024364,False,conditional_affine_coordinate_assumption,11.744809762870194,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",11,1e+20,2048,logarithmic,True,22,21,27,7.6921581565957595,25.0020259849945,-0.15541973078091686,3.446688568408632,False,conditional_affine_coordinate_assumption,11.863227251690535,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",12,1e+20,8192,exponential,True,21,18,27,7.484195520265563,24.210423986176476,-0.1876157289632303,3.3319086828631193,False,conditional_affine_coordinate_assumption,11.37636034395158,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",13,1e+20,8192,power,True,20,18,27,8.06222414173333,23.90284396760528,-0.14314661442554666,3.343709019329488,False,conditional_affine_coordinate_assumption,11.189115737888661,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",14,1e+20,8192,logarithmic,True,20,18,27,8.150572999966874,24.07979670595132,-0.16843135611202342,3.3372584508338328,False,conditional_affine_coordinate_assumption,11.296707216240868,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",15,1e+20,131072,exponential,True,0,0,27,,,,,,N_out_of_support,,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",16,1e+20,131072,power,True,0,0,27,,,,,,N_out_of_support,,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",17,1e+20,131072,logarithmic,True,0,0,27,,,,,,N_out_of_support,,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",18,1e+22,2048,exponential,True,23,23,27,15.506905398012565,39.877155399410974,0.5205916602416032,5.848391118299752,True,conditional_affine_coordinate_assumption,29.346252210212345,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",19,1e+22,2048,power,True,23,23,27,15.488728983886284,39.84993256522762,0.5250692539721964,5.853605655383468,True,conditional_affine_coordinate_assumption,29.320097390311666,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",20,1e+22,2048,logarithmic,True,23,23,27,15.499354423039852,39.865848701122076,0.5224590617154945,5.850568075917987,True,conditional_affine_coordinate_assumption,29.33538817454903,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",21,1e+22,8192,exponential,True,23,23,27,15.073388382223914,39.222414486209104,0.46920531312746405,5.729397473768422,True,conditional_affine_coordinate_assumption,28.71931174004437,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",22,1e+22,8192,power,True,23,23,27,15.056699650277894,39.19697876176717,0.473263366029931,5.734037233566006,True,conditional_affine_coordinate_assumption,28.695045074029004,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",23,1e+22,8192,logarithmic,True,23,23,27,15.066457670700785,39.21185331397613,0.47089660544248524,5.731333262326643,True,conditional_affine_coordinate_assumption,28.70923516366604,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",24,1e+22,131072,exponential,True,27,27,27,11.557018326462048,41.04061018278007,0.14060243762077818,5.0571701027470795,True,conditional_affine_coordinate_assumption,23.37194249422281,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",25,1e+22,131072,power,True,27,27,27,11.549095142369497,41.02526005686208,0.14235425170935656,5.059855360496101,True,conditional_affine_coordinate_assumption,23.3593204865448,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",26,1e+22,131072,logarithmic,True,27,27,27,11.55373400207915,41.03424813537355,0.1413297684971937,5.0582851371210396,True,conditional_affine_coordinate_assumption,23.36671074794445,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",27,1e+24,2048,exponential,True,22,22,27,17.58310718609047,40.403896458215584,0.8387816154899461,6.466966930485604,True,conditional_affine_coordinate_assumption,32.261535360527795,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",28,1e+24,2048,power,True,22,22,27,17.58310718609047,40.403896458215584,0.8387816154899461,6.466966930485604,True,conditional_affine_coordinate_assumption,32.261535360527795,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",29,1e+24,2048,logarithmic,True,22,22,27,17.58310718609047,40.403896458215584,0.8387816154899461,6.466966930485604,True,conditional_affine_coordinate_assumption,32.261535360527795,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",30,1e+24,8192,exponential,True,22,22,27,17.58310718609047,40.403896458215584,0.8387816154899461,6.466966930485604,True,conditional_affine_coordinate_assumption,32.261535360527795,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",31,1e+24,8192,power,True,22,22,27,17.58310718609047,40.403896458215584,0.8387816154899461,6.466966930485604,True,conditional_affine_coordinate_assumption,32.261535360527795,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",32,1e+24,8192,logarithmic,True,22,22,27,17.58310718609047,40.403896458215584,0.8387816154899461,6.466966930485604,True,conditional_affine_coordinate_assumption,32.261535360527795,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",33,1e+24,131072,exponential,True,22,22,27,17.58310718609047,40.403896458215584,0.8387816154899461,6.466966930485604,True,conditional_affine_coordinate_assumption,32.261535360527795,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",34,1e+24,131072,power,True,22,22,27,17.58310718609047,40.403896458215584,0.8387816154899461,6.466966930485604,True,conditional_affine_coordinate_assumption,32.261535360527795,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
"Qwen2.5 Technical Report (Alibaba, 2024), validation loss",35,1e+24,131072,logarithmic,True,22,22,27,17.58310718609047,40.403896458215584,0.8387816154899461,6.466966930485604,True,conditional_affine_coordinate_assumption,32.261535360527795,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
Qwen2.5 report,0,1e+19,2048,exponential,False,0,0,27,,,,,,N_out_of_support,,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
Qwen2.5 report,1,1e+19,2048,power,False,0,0,27,,,,,,infeasible_or_missing_upstream,,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
Qwen2.5 report,2,1e+19,2048,logarithmic,False,0,0,27,,,,,,N_out_of_support,,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
Qwen2.5 report,3,1e+19,8192,exponential,False,0,0,27,,,,,,N_out_of_support,,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
Qwen2.5 report,4,1e+19,8192,power,False,0,0,27,,,,,,infeasible_or_missing_upstream,,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
Qwen2.5 report,5,1e+19,8192,logarithmic,False,0,0,27,,,,,,infeasible_or_missing_upstream,,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
Qwen2.5 report,6,1e+19,131072,exponential,False,0,0,27,,,,,,infeasible_or_missing_upstream,,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
Qwen2.5 report,7,1e+19,131072,power,False,0,0,27,,,,,,infeasible_or_missing_upstream,,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
Qwen2.5 report,8,1e+19,131072,logarithmic,False,0,0,27,,,,,,infeasible_or_missing_upstream,,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
Qwen2.5 report,9,1e+20,2048,exponential,False,22,21,27,11.329337971347131,33.12438697954677,-0.20974412206013326,4.0238085953683544,False,conditional_affine_coordinate_assumption,16.94988259798794,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
Qwen2.5 report,10,1e+20,2048,power,False,22,21,27,11.117435345747339,32.74005511827516,-0.152528581187223,4.052862454058889,False,conditional_affine_coordinate_assumption,16.67944953313208,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
Qwen2.5 report,11,1e+20,2048,logarithmic,False,22,21,27,11.238992410160597,32.96102125180581,-0.18503095598382657,4.036615150968316,False,conditional_affine_coordinate_assumption,16.834703383131455,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
Qwen2.5 report,12,1e+20,8192,exponential,False,21,18,27,10.952728889522822,32.04500937696056,-0.22480552214623017,3.9283304954242375,False,conditional_affine_coordinate_assumption,16.1950990346279,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
Qwen2.5 report,13,1e+20,8192,power,False,20,18,27,11.746584352268254,31.687336225409833,-0.17199942419030378,3.953582293258261,False,conditional_affine_coordinate_assumption,15.948201641548394,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
Qwen2.5 report,14,1e+20,8192,logarithmic,False,20,18,27,11.867427270361926,31.89322848136802,-0.202057033171414,3.9394411337413437,False,conditional_affine_coordinate_assumption,16.090132133497907,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
Qwen2.5 report,15,1e+20,131072,exponential,False,0,0,27,,,,,,N_out_of_support,,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
Qwen2.5 report,16,1e+20,131072,power,False,0,0,27,,,,,,N_out_of_support,,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
Qwen2.5 report,17,1e+20,131072,logarithmic,False,0,0,27,,,,,,N_out_of_support,,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
Qwen2.5 report,18,1e+22,2048,exponential,False,23,23,27,21.517766755074703,49.07951405514595,0.6583022086860133,6.256516293268255,True,conditional_affine_coordinate_assumption,37.87637286545664,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
Qwen2.5 report,19,1e+22,2048,power,False,23,23,27,21.494840699816663,49.05174462654492,0.6641019937634454,6.26372215967141,True,conditional_affine_coordinate_assumption,37.84732620161928,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
Qwen2.5 report,20,1e+22,2048,logarithmic,False,23,23,27,21.508243162109878,49.06798104119722,0.6607205426235332,6.259520951660072,True,conditional_affine_coordinate_assumption,37.864308414896406,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
Qwen2.5 report,21,1e+22,8192,exponential,False,23,23,27,20.969815576698345,48.41000893949004,0.5957940754851734,6.161471613244451,True,conditional_affine_coordinate_assumption,37.17833334224891,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
Qwen2.5 report,22,1e+22,8192,power,False,23,23,27,20.948673277997937,48.38393127350536,0.6010621049094702,6.167958191110515,True,conditional_affine_coordinate_assumption,37.15123968914362,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
Qwen2.5 report,23,1e+22,8192,logarithmic,False,23,23,27,20.96103576710174,48.399181849685164,0.5979892562733085,6.164174788722818,True,conditional_affine_coordinate_assumption,37.16708355898692,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
Qwen2.5 report,24,1e+22,131072,exponential,False,27,27,27,16.43282981955973,50.26092770154209,0.18498034104706917,5.339462007927281,True,conditional_affine_coordinate_assumption,31.06763673052068,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
Qwen2.5 report,25,1e+22,131072,power,False,27,27,27,16.422413447334584,50.24540891552572,0.1873031592864045,5.342003200169188,True,conditional_affine_coordinate_assumption,31.052867392658943,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
Qwen2.5 report,26,1e+22,131072,logarithmic,False,27,27,27,16.42851212660892,50.25449597106098,0.18594468007879428,5.340517494862752,True,conditional_affine_coordinate_assumption,31.06151513349625,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
Qwen2.5 report,27,1e+24,2048,exponential,False,22,22,27,24.109275877838442,49.61568958993013,1.0405389330152097,6.823017427343803,True,conditional_affine_coordinate_assumption,41.0743203162767,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
Qwen2.5 report,28,1e+24,2048,power,False,22,22,27,24.109275877838442,49.61568958993013,1.0405389330152097,6.823017427343803,True,conditional_affine_coordinate_assumption,41.0743203162767,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
Qwen2.5 report,29,1e+24,2048,logarithmic,False,22,22,27,24.109275877838442,49.61568958993013,1.0405389330152097,6.823017427343803,True,conditional_affine_coordinate_assumption,41.0743203162767,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
Qwen2.5 report,30,1e+24,8192,exponential,False,22,22,27,24.109275877838442,49.61568958993013,1.0405389330152097,6.823017427343803,True,conditional_affine_coordinate_assumption,41.0743203162767,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
Qwen2.5 report,31,1e+24,8192,power,False,22,22,27,24.109275877838442,49.61568958993013,1.0405389330152097,6.823017427343803,True,conditional_affine_coordinate_assumption,41.0743203162767,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
Qwen2.5 report,32,1e+24,8192,logarithmic,False,22,22,27,24.109275877838442,49.61568958993013,1.0405389330152097,6.823017427343803,True,conditional_affine_coordinate_assumption,41.0743203162767,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
Qwen2.5 report,33,1e+24,131072,exponential,False,22,22,27,24.109275877838442,49.61568958993013,1.0405389330152097,6.823017427343803,True,conditional_affine_coordinate_assumption,41.0743203162767,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
Qwen2.5 report,34,1e+24,131072,power,False,22,22,27,24.109275877838442,49.61568958993013,1.0405389330152097,6.823017427343803,True,conditional_affine_coordinate_assumption,41.0743203162767,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
Qwen2.5 report,35,1e+24,131072,logarithmic,False,22,22,27,24.109275877838442,49.61568958993013,1.0405389330152097,6.823017427343803,True,conditional_affine_coordinate_assumption,41.0743203162767,"hypothetical coordinate / upstream stress; reference is same N backbone, not an observed benchmark baseline"
